C,eta(B=10°),eta(B=20°),eta(B=30°),eta(B=40°),eta(B=50°),eta(B=60°),eta(B=70°),eta(B=80°)
208,0,0,0,0,0.9328543439218744,0.9213029694594559,0.7285421051499945,0.1326688346828469
209,0,0,0,0,0.929690744844466,0.9218125364489207,0.7332909993149214,0.1333268158399578
210,0,0,0,0,0.9259699316754685,0.9223228983234045,0.7370188625216215,0.13401420796355717
211,0,0,0,0,0.9214855696075892,0.9228314514258317,0.7413250631773852,0.13473263991476062
212,0,0,0,0,0.9158292911745339,0.923328207133304,0.7454630417231185,0.1354837633784544
213,0,0,0,0,0.9079998839171566,0.9238143659260395,0.7494771311321746,0.13626925294160402
214,0,0,0,0,0.8950102596433573,0.9242949816560231,0.7533652596616809,0.13709080620891678
215,0,0,0,0,0.8642717212278814,0.9247574545023308,0.75709929894572,0.13795014395744362
216,0,0,0,0,0,0.9251997128558307,0.7606144188502965,0.13884901033216376
217,0,0,0,0,0,0.9256528077473085,0.7641126851043943,0.13978917308434602
218,0,0,0,0,0,0.9261036250571564,0.7667029530565124,0.14077242385524427
219,0,0,0,0,0,0.926548305578038,0.7697228866229622,0.14180057850759975
220,0,0,0,0,0,0.9269876005509681,0.7724747946252652,0.1428754775079292
221,0,0,0,0,0,0.9274284670138153,0.7751890160704634,0.14358140919894036
222,0,0,0,0,0,0.9278710651547146,0.7779981094083067,0.14405269611080587
223,0,0,0,0,0,0.9283075119134013,0.7807478917987514,0.14455302237770218
224,0,0,0,0,0,0.9287460322433575,0.7832634275944135,0.14508434680044385
225,0,0,0,0,0,0.9291884130265521,0.7856552501670047,0.14564864774681077
226,0,0,0,0,0,0.9296368395315234,0.7878953142105011,0.14624792316705068
227,0,0,0,0,0,0.9300979249000325,0.7899148944710124,0.14688419077150924
228,0,0,0,0,0,0.9305588667372527,0.7924921335775474,0.14755948821732567
229,0,0,0,0,0,0.9310152008730792,0.7953709140002633,0.14827587334229014
230,0,0,0,0,0,0.9314594906905055,0.7981498826173762,0.14903542444764953
231,0,0,0,0,0,0.9318933429727434,0.8009835985169612,0.1498402406323768
232,0,0,0,0,0,0.9323342444389143,0.8035254212869558,0.15069244218163258
233,0,0,0,0,0,0.9327793039341404,0.8060397223762189,0.15159417101260467
234,0,0,0,0,0,0.9332217814584186,0.8085105045600456,0.15237221161101108
235,0,0,0,0,0,0.9336410381735789,0.8108144880147371,0.15275059662097745
236,0,0,0,0,0,0.9340428499309196,0.8118956840008807,0.15316167200028305
237,0,0,0,0,0,0.9343920339847734,0.813550851597518,0.1536076704437555
238,0,0,0,0,0,0.934738748719842,0.8150744150258112,0.154090839286601
239,0,0,0,0,0,0.9350585634176009,0.8163735502238993,0.15461344060945212
240,0,0,0,0,0,0.9353682883518576,0.8176848437075765,0.15517775153376914
241,0,0,0,0,0,0.9356642837461763,0.8190250404101457,0.155786064530771
242,0,0,0,0,0,0.9359213205188434,0.820369147891813,0.15644068778101458
243,0,0,0,0,0,0.9361617780419621,0.8215926873735621,0.15714394558791675
244,0,0,0,0,0,0.9363674543680883,0.8226286077636286,0.15789817884872345
245,0,0,0,0,0,0.9365566030550249,0.8236475873417627,0.15851408507582562
